title,url,published_at,text_snippet,is_blockage_attributed
"Motorists, commuters stranded as Ilawe–Ado-Ekiti road collapses - The Guardian Nigeria News",https://news.google.com/rss/articles/CBMikgFBVV95cUxOVHdBNk9KaG9NZGNfY0tBNkNXWXNBNG5XRi04Umw4bF9lZEdjekdpV3I4c25vZ25LRHNTbGhZRGhJVjZWWm1wVVRUSGs4b1lZd2JrdVRGeG1WcDZ2OFdqS0ZkZGlCeUpfSVdva3BGdFhwejM3dDI1aWZlY1ltRkJqZ2xLMVJHbmFXcFJfMHlzV1lSZw?oc=5,2022-09-15,"Motorists, commuters stranded as Ilawe–Ado-Ekiti road collapses The Guardian Nigeria News",0
"NiMet Predicts Rainfall, Thunderstorms Across Nigeria; Flooding Most Likely In North - CrossRiverWatch -",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPSFpzeHppNk1yb0xId1JtWlBjUFBMVEIzUHNuNUlXenJMejFkaGt5OHI5OTAtU2xlYUNNRGxlSHdDRTl6WVFzRWtVdWZkWEo5ME9GN0lyaFdoU2RFQk9qcko2ZjhlLUNQS2dkMGw3SDd4UFRXbGpQaHV5cmZzWUFSOHR5M3hPalFqOFpaSTV6T2hJZmItSW14a3JsTXFfREhtT3EybFBtXzF3OWRrdXo3VTJ1WVFVSEY5cURz?oc=5,2022-09-12,"NiMet Predicts Rainfall, Thunderstorms Across Nigeria; Flooding Most Likely In North CrossRiverWatch -",0
Lagos charges LGs to stop touts from establishing illegal markets - PM News Nigeria,https://news.google.com/rss/articles/CBMipgFBVV95cUxONU52QWtnX3l6YXV0aG1lUHlZUGdkR2pmX21hay1ZcG5mU0JkbHNvRTBESW51bHBHTXRVYWRmR1dWZDJaTWZwTzA4WjRGWkpDUld5anFocFpoUExrMUJueWdlb1NSdnNRUnZReUczbWZPWDNvOFptSVJlR09jMm53QXFsTndlT005VlZrTDh1RUNtVE11SThhV0tDTm5JcWFvLWQxM0pR?oc=5,2022-09-28,Lagos charges LGs to stop touts from establishing illegal markets PM News Nigeria,0
Lagos building collapse: How Lekki seven storey building fall down - Fotos - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTFByM1JDbUtFdjZudXlOT3hJeWxxdkdxSTQyQWIydlBVSWJuSWUxT1kzZHhkZDF5RFZ2ZGQ2OWVDRXFUYUpYMl9ndk5rdE1sa0IyN2FkR0Fha1p5RzN60gFiQVVfeXFMT0k0bGVmSG1FN3dwVXpXX3B2emhWbVczM2NBWV9RdVhJX29BaVljYnI3bGs4aVNTVW1TRzdQb1FQYWJxWG9pYmpnWUZlSG5qUTdzR0FXcGhVbmFlaGs5TWs3bGc?oc=5,2022-09-04,Lagos building collapse: How Lekki seven storey building fall down - Fotos BBC,0
Six people trapped as seven-storey building collapses in Lagos - Ripples Nigeria,https://news.google.com/rss/articles/CBMipAFBVV95cUxPdzVnXzI3c2JnNUFxTnJFa1dLZXgzMFlJTWp2amk4dWFOV0dJWnNTVy1JU2JzRWRIV3R4UVoxVXhJblJSQXRLc05XWng0dFgyMlUxUndnTGVxSHlSa045WENUSzdnX3JLd3VqcF9Ycks3Y0F1MGw0cld1N3FhdkhxV2hQZC04cWpnQ2NUTmVSaWtDYlNVXy0tS2VIREZWYWNPbUsyNw?oc=5,2022-09-04,Six people trapped as seven-storey building collapses in Lagos Ripples Nigeria,0
"Lagos Issues Fresh Flood Advisory For Lekki, Ikoyi, Others - Channels Television",https://news.google.com/rss/articles/CBMimwFBVV95cUxQRnNxUzdCd1d6M2NtQmt5TFlMSzAwYnE5dVJvMnRyeGROcldsS2VPbWlKTG15ZXM5RjlHSlpoRTg5YzlYNzNncEtLRlMxNEFZQTJhRzJZdERtQTZ2NTM4eWlMMFUwTWFOM1U2VjBIRWJFbzVqazZCRGp5Wk9ZYUpGaTJEZ1liQ194RTNGeVpmY01HMEdoRXV0RFl0NA?oc=5,2022-10-25,"Lagos Issues Fresh Flood Advisory For Lekki, Ikoyi, Others Channels Television",0
"Flood alert in Lagos: Threat for Ikoyi, VI, Lekki, as water begin rise for part of Third Mainland Bridge - BBC",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1yNEswNU9uUFR3dFJzMFNvUWFqbEhoY182aFhNRXRQRDExMWtqbFRoVHZBWTZibzN4dDNBZW0zdEhoUkhfdmowNlZSenZaSThJbnZ2dzlKRFpzN1pG0gFiQVVfeXFMTUZfb2twVkw0TzFuTXdWN0RjX3BDWnIxR1BrbjRhYnZhdWdaZmFvU2JaS05rajdPeUJlNlk3U0Jya1hjOVBWTWJxMDUyNHBHOXppNFZhTWFnLVNzZmFzMHB0X1E?oc=5,2022-10-24,"Flood alert in Lagos: Threat for Ikoyi, VI, Lekki, as water begin rise for part of Third Mainland Bridge BBC",0
Lagos disclaims narrative on viral flood video in Oko oba - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQW5tN1ZnSXFSUGE4dXFTUWR5eDcxanY5Y05XZllJVmZ6MmJWYTE2U3o5dHp4cTRJM2xCZlZ5ZGp3Sk5GLTBDYXgyUTRaWEgxaTEwZWRVbXFoVFFWNFo0c0VFVlh6c2ctX19penlNNHVFd0kyM0dzaWwwNWFiT1k5RGNwMEdVOEJOQk1v?oc=5,2022-10-27,Lagos disclaims narrative on viral flood video in Oko oba The Guardian Nigeria News,0
"Lagos floods: 24,131 households affected, families construct, sleep on slabs in flooded rooms - tribuneonlineng.com",https://news.google.com/rss/articles/CBMiugFBVV95cUxQSmFEWVRFaTJVd0xwNzhjdXFRekpSbmQyS2o1NlU3SjZNbWpUMXUzaUxNMW5TUjd4clFlLUZMenBMV0tyMk1ReEVoVjVKWVRoeVhjZkNoejdmT0dhclZ6TjFLeVdnMF9vbFBrX01WYnJEdEdTNlRLOFFRRXpHSTBKUFVZS2NRcU9BRkE4Q19jZnl0eHhaRG1FaTNOQUN2VWdPUFFyR1F2Y1VYUEVuQmpwd3haZFFvQjYxLXfSAb8BQVVfeXFMUFpRZzRLSGJCYW83R0VrSnpkNVROUmdQekI4a2hJS1FydXFldEJMVXhvclBVQnVXblctcVlSUHozTU5YUWVsWUlIV3N3REItb0ItZnVEa0VNQnJJb0dQN2E4aUxEcTBOZmZUa0ticERwdHhyYm1HWjVIRndfeXprUW5vcmZoYWxPQmVIWk9oMjYxYmt4NFE5cllIRGl4ZHRCUldZX3NaY2l0bWgwQl9EX0lhQS0tM2hZRVFjR1BqeG8?oc=5,2022-10-29,"Lagos floods: 24,131 households affected, families construct, sleep on slabs in flooded rooms tribuneonlineng.com",0
SINKING CITY: Lagos' Wetlands Are Sacrificed for Real Estate Profits and Future Generations May Pay the Price - FIJ NG,https://news.google.com/rss/articles/CBMiywFBVV95cUxNand3SndNQzExcF9pN2FzSE5ZZGY4Y2VUelVNTEh4QVlNLS1STnJwV1ZSejRLOVlSTkxMbS1yVW5VWW5zV1NKLTF6NC1yQ3Yyb3RSNWhpQTJLc3VhRVViWmh3MmVveXJHbDZDSjhmQmdMcGVVLWRGY0kzN3k5emVSZGZyLU1Sa19XcWhINkFTSmpOWXVPSmdRSjdqLTlKSTJ3N3ZndTlmc2o3VTVpYzJWeURNVjRIMjc0SmJDT2N3NVFPRGI5TVIzZGVaZw?oc=5,2022-10-26,SINKING CITY: Lagos' Wetlands Are Sacrificed for Real Estate Profits and Future Generations May Pay the Price FIJ NG,0
"Lokoja Flood Paralyses Business For Transport, Logistics Companies - The Whistler Newspaper",https://news.google.com/rss/articles/CBMikwFBVV95cUxNY2dGdDI1QnBZcUxwYlV5X1ZEZHYwZllXRU0zX1F4cEZvY25pRzZtWnR4V3dxLVEwTi1Ibi1VMFZvZ2E0UUZLSGw2TVRkN2VQZFNQeE5yMENjU0RWR0tfQk9rQ0QwR0R0bk03b1JlQjVfWkhob2k2YTlmZ3BiU3A1R1RQUXI3QjNHY2dRS1pLTV9hMjA?oc=5,2022-10-10,"Lokoja Flood Paralyses Business For Transport, Logistics Companies The Whistler Newspaper",0
These Other Areas in Lagos Are Also at the Risk of Flooding - Zikoko!,https://news.google.com/rss/articles/CBMilgFBVV95cUxPcXFqQlJMaGwwRnRYLTJRNGFLOVBRanhheU5ObWNyU0tqVVI1X0N3X2M4NW9jRFV1czk3U0FiSkk3UXRhRktqRC1LaXh1V0NONU02S1JZVjdiSjcxYlB6ano3NTBGSDBVS1l1NllYLWpiQlR3Y2VicjNKU1JIRldrVGUzYkdsN3ZkVU44VHpHVkVyUkFiR2c?oc=5,2022-10-26,These Other Areas in Lagos Are Also at the Risk of Flooding Zikoko!,0
Flood alert in Lagos: Wetin occur for di viral flooding video of Lagos Third Mainland Bridge - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE00TDgtVVdnX0k2YmFZS3h0eGN1TmhMczJxd2NMV2JaOXIxSXh0Wnh1LUJENUo2NGo3WXFwbWFkUGhlSDMzaktQZ3RiSWc1NnljbXo4cnl2UkVhb3Qx0gFiQVVfeXFMTnA4VGVKck1OWEhlNkRoaWg4SjM1ckUzbTlkMjhfWmtCWUt5bE5wblZteEpfR0h4QnR0WXJfOUdwcV9hSzBUeWxsRHBkbEhHWFFEeUo1cUgyVGp0d3BkTzZNa1E?oc=5,2022-10-26,Flood alert in Lagos: Wetin occur for di viral flooding video of Lagos Third Mainland Bridge BBC,0
Lagos set to demolish Agege buildings in viral flood video - Vanguard News,https://news.google.com/rss/articles/CBMimwFBVV95cUxOYXlTODcxdnNvRzBvSDNXVExoZGdYVUVWRlVEbjIzUnVOYjhid2tHMjEyV3F6MHJnbE15RmliN3l4U25TMnVocTRyYXh0SlpSblV0NWNRVWs2VTNFLUY3cm9TbHR2UTZwN1AyNEdxMmpBejJaazFfNXd6OG9jcV9jRHNGb3RkZTVzNTN1Q2k0R21lN3cyZXlVNUZZd9IBoAFBVV95cUxNMm95bGZ0X2VLNWw5QVVlSFdsSjJseDNIMl9kNG1fMGk0SmdPZ1JOcy11ZVJHMW5CN09QRmZRMVlVRXdJU0VQMzBxS05vZm5FcW9NQ2RIdjNobVU0dENDWFhFNkJQZmFRWWZEdEY1cUZzVWJMZ1c2NFZVeElCR1h1dmNwSlBqTWJYWHVEc1FuWTlaRDVENGxTWXVHQjNQQUR3?oc=5,2022-10-26,Lagos set to demolish Agege buildings in viral flood video Vanguard News,0
FG distributes relief materials to flood victims in Lagos - The Sun Nigeria,https://news.google.com/rss/articles/CBMiggFBVV95cUxNdUpfREVTT2NXaTVJbVRpMjJlUUlfcEF6eDRfOVdmSERGMDFZNC0wUEQ4UklQTFh3ME9lcjFYUGpSNHVYQURkNHNkOHJOb3VyOG1SUDZwVWxtSjVocDNfTFRvYmNQdGkyWTdIVUs3VlZxd05kLUtPY29ib25zTFdlSWpR0gGHAUFVX3lxTE8tZzR0NDRoZ2dGejNvRnhDdjh2cVBPNFR1MkxoMHZvX2tpVWs2TmlxVFBrLUYyM0JPVkltX05UVDJCTkVfYWZhMmJJUW00dnJHRWE2b2tEYzJBNWp2NEUwN01HR2FDT3gxaUdvUWNrQXJlX1dSR2ZfMWI1WFNHSFhDQm1TeW82Yw?oc=5,2022-10-18,FG distributes relief materials to flood victims in Lagos The Sun Nigeria,0
"Flood takes over Oko Oba, Lagos community - Business News Nigeria",https://news.google.com/rss/articles/CBMigwFBVV95cUxNNUFKLXBaaEZQejFVcWdnWmFEVlZhMzRaR2tiWk1ETXd6MjhsQTNCVUoxdG5CZE5hdDBBS1AtZnNkOF9GMC04cHRuSjlZTkMwU21aV2lKaV9NVWxaSjhweE1ab0lKZXoxSVNMdkZoWmV0eHhCbFhaMENZWjc5a0pjYWRyaw?oc=5,2022-10-24,"Flood takes over Oko Oba, Lagos community Business News Nigeria",0
"Ikoyi, Lekki, Victoria Island residents must beware: Water level of Lagos Lagoon rises - PM News Nigeria",https://news.google.com/rss/articles/CBMivgFBVV95cUxPZ3pSd0dqUktuOE1lT3ZGcG1zMDZzNy1uUEZ5ZjNFWHVYNVdZV01GdGVxNWNJaXo5THFDZGlCTzhWMl9xYzRlU3llbjRuUDA3eUNadk9KSW12Tm50dmpUc3otdXJSa1piOUpoUHItU1VLWUNFTVdGdWtMN0dhWHpSSnVHT01nRnREblZuRWhwaXVkQ1JDUXhPMndiNjBMSUxiU1R4X2VMUm9vaXRsUG14WjFDQkp4NTQ4UVh1TndB?oc=5,2022-10-24,"Ikoyi, Lekki, Victoria Island residents must beware: Water level of Lagos Lagoon rises PM News Nigeria",0
"Lagos State on Red Alert as Flood Threatens Lekki, Ikoyi, Epe, Victoria Island Among Others - Investors King",https://news.google.com/rss/articles/CBMixAFBVV95cUxNdWZldEgzbmlGdkloQ1Fhb1FNRjJ5MmU5WTQ0YS1aMjREMkxlRjFUd3p2ckxqSm0yTmdrRlc4UWxMWWVldmxkYU9WVGxpRUFacTdsbFNrWkdIT2wxLV9ndXVXVlpvOXVwbmdlRkVackpGRXFxaVVpd19KY3FoSzhUdGM5T3MwdURJaVBRczhCN3ZUdjRDd0t4TUV6MmctMFVWS29ydFNpYjNhWlNZQUh5U3BETjlhQ2pMWTJFSjdDMFI0SnRB0gHKAUFVX3lxTE9SQXBUZlJ3cUM5dnJLb3N4bU5MWkJTU0dvMlJLckhRd0R2UXh4blhvdzRmYjRPRzR1V1lJcEF2Z1Y0VkxqUnlWclgxVTNPTFNwMTE2ekVPTWVVVUtxMlNhbndRWlA5ZVdXMVBUVmo1Wm1MRjNWVUVoTTJRX0ZTWEJyb1BnaDh2dlV3THhUb01NX3REVWVGRHN2SXEwWHA0LWZNeXRpVWVrek9mazFvYmNoVHpKVVUxOWl3T1ZXcWRCS3REV3g4RlZMRFE?oc=5,2022-10-25,"Lagos State on Red Alert as Flood Threatens Lekki, Ikoyi, Epe, Victoria Island Among Others Investors King",0
How flood take over school for Lagos community - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBqZThTY1RRaDZDOUpfQTFkRmJNMVZUQ3FlVGFfTDBlQXktdHNxdVpyVi1PbjdwLWJQSkNpTVdfRFhPTFc1MmtfbVpvbEt5eTYtblRjUlVwc24yZHJH?oc=5,2022-10-15,How flood take over school for Lagos community BBC,0
Omojuwa: A Lagos community under the water - New Telegraph,https://news.google.com/rss/articles/CBMieEFVX3lxTFBQakdBeXEyZ3RkT2c3cEEzdWlNRzhhWmQwd2V6SzVrRXNOdVNxWkcwWGdHZkhjQnhWamE3a2MzeG5qNVkxMWdhR3JpUThZN0dtOTZ0YkJtcnVlTzllN01qNVBwejhmbTFlX2dQZWRuU2RRd0VqTnNqYg?oc=5,2022-10-29,Omojuwa: A Lagos community under the water New Telegraph,0
"""I can't swim o"": Skits maker Nonso Miraj raises concerns over flood in Lagos - Legit News",https://news.google.com/rss/articles/CBMi0AFBVV95cUxNWVcwbnc1UWR0a3BLVklwRTlGcmhkS00zQnJEa0hqRnRXdWxPY0tteEhONzhHMjVIbHdaNWdaeDZnVWRmYjVtMU1iRkpfUHFiRjdHRERsd1hzX2NBRDZIOFZfcHg3QWNxWHE5MzRVRTFUQ0k0cVdGT0w2LUtjaTY3ZGpSU0l2NXdqeXg2bEliSzJBN2EtTGRnaTdvbWFzQXJ2dGtqSGFyc0t3clM0bUpzaTV3bU5xSDFPSmZoclp2QmZ3OUlQMUdxSnZpR3J2TVhr?oc=5,2022-10-26,"""I can't swim o"": Skits maker Nonso Miraj raises concerns over flood in Lagos Legit News",0
Lagos embarks on massive dredging of canals across the state - DredgingToday,https://news.google.com/rss/articles/CBMingFBVV95cUxOeFJQalJyWjZrYzduQm4xTndZQm1iMkg5bDYzUzZMTnRnd1FfSy1GaWd5dWJrYUgxdGx3R01JTWl5eEVnbGpmd0VrNEVSckdFUXZ4XzZsV0syTnB3Qjc5QUtkZHpsTFBRa25XMnZ1a0VVX1NmZmRoa3haQzNZRUlOZkE3OG9pNk5DeUgySmpJNTdNc2Y3X2xOb1RwS2owdw?oc=5,2022-10-24,Lagos embarks on massive dredging of canals across the state DredgingToday,1
"'Be wary of flooding from lagoon's high tide,' Lagos govt warns residents of Ikoyi, Lekki, others - thestreetjournal.org",https://news.google.com/rss/articles/CBMivgFBVV95cUxOcVd0cTgxcFUxNzI0NVc5V2k2NWIxY0lOSXJ3QXo4SGlrblVRSmZmbXlBNjYyTTY5M2dhWEFmdDJjQUlIWDJQX0JEcC1EYnlFdzBXaHlsNFZ0V3BvS3A1QW1CcC1WUll6aGZZZi1xbGI3RUJzd21nSV9Ga01oRkFXZlA0eXJKRzlISm55QjNEQ0pmUFdIQnl3d2MtWjVLU3o1Y3E5MFlsQlMwendDUTVSUk5oSF90bEhLSFFVZHh3?oc=5,2022-10-25,"'Be wary of flooding from lagoon's high tide,' Lagos govt warns residents of Ikoyi, Lekki, others thestreetjournal.org",0
Residents beg Lagos govt to stop demolition of Ikota Estate structures - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMinAFBVV95cUxQTU9iT0FUQVVvUUUyQTVab0NUcGxLb0VSR3JMaDJFeE81WnE5U0htODlraW84Ym5hWmo2aUNiNzZmZnJfSG9BaXFMUlpuMnN2MW1aTWtjcEdrcV9nTzlFS3V1dTlJSjVKb2Y1SEwwMEZLd081LUdJa1RtVzI3SWtsUkNTZHJ0OVBUaXlmOWpnU3ZxUmRnZVpBOEZKOGo?oc=5,2022-10-30,Residents beg Lagos govt to stop demolition of Ikota Estate structures The Guardian Nigeria News,0
"Bells University, Ota, Produces 47 First Class Graduates, Decries Brain Drain Syndrome - Independent Newspaper Nigeria",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPeXVxX2drNXVsRmFvUVhhamdDa0NSUzZiZWRTX2xGTEhVYWZiV2RDSjBrSnpYNkdseFBvbWMyMVJ6WFRrOUZvcVNUd1VrcW9XendnTzJEYVJSM1EtNmw2blNQUE53MHczT1VQZXN5OHFqUlVrdW9faFR5U1g4VWgwRnNaVm9xeERqNTRfXzdSejF3Zl9lVXkybnlGSWJwYUoxMWNqbmg2TGRiTHM?oc=5,2022-10-26,"Bells University, Ota, Produces 47 First Class Graduates, Decries Brain Drain Syndrome Independent Newspaper Nigeria",1
Frustrated Nigerians ‘flee’ abroad in punishing pre-election brain drain - The Fiji Times,https://news.google.com/rss/articles/CBMiogFBVV95cUxNRWR0UmdiX19TU2hyc213Wkw5bW1PV080cUp0WjUwUHJpTVVoYkptNG9WclVFNm1ISGhmWUx4NGxLSGFHTnduSlFnaFU3czJFMm1jcWIzOFlBNXg2SzA5bGtOdmNPVGhQR25LMDBBVTA2bnZjRjA5ZmVwSWdEX2F2UzFzTjk3V3QxWkdIZjlCdlhWaGNNdURQNkpmQnhTdGdxOUE?oc=5,2022-10-20,Frustrated Nigerians ‘flee’ abroad in punishing pre-election brain drain The Fiji Times,1
Lagos residents lament looming epidemic from overflowing wastewater plant - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMioAFBVV95cUxPR1FLd2JvSkZidi1PS3RQbWk2TldKNzMwSEt1Yzk3b0g5aENlM2ZpMXhzamtZVnpXNWJTSnZFUTZacTZoUUJ2anloX0hNcE5jRnBjZUt2c3lVTHhfRW9oNDlOTW1jSV9RcDFMQjRTQ1Z4RWRQamVucnpMRnprQkhBLXl4NFVsdm1IbG1TTW12MWkxMU5xRGhTb3ZQeVpyeExS?oc=5,2022-10-13,Lagos residents lament looming epidemic from overflowing wastewater plant The Guardian Nigeria News,1
BRAIN DRAIN: 40 Doctors Leave Nigeria Weekly — REPORT - Vanguard News,https://news.google.com/rss/articles/CBMikAFBVV95cUxOM2I2ZlRYNDA0WVQ0UGlUb1I2R1ZQeG1RVzQxQ1l3LWZnelR6ZDNBcUdpaXBfNXJMcVV2dEZEMERFVXRuakVlOEdJYV90X2k3c1ZWYTZ6ci1xY2N6X1o5cVY1bklKakY5NVFWNnpYcXNyYjRrMWljN19aaEJvemMyV0VTRk1Ra2hfZ1VFUzFUaGrSAZYBQVVfeXFMTkRhSFBqRlBqYXVBdzJTem0tNUhfSEp1akU3SDhjTDkzTHJ2NzJ0aTdmVGZ2bnA3cEw1YW9DTHUzZmZmMER6NUFrQUpxUWE4QWdLbXVILVgxaXVCNV9WMU9kaVhuS3J4cW5DQ0FEY2VPV1QtNFBhRnVvOHY0bTU0dTFaQjFneHQyX19CVXQzTW1RVXNCV1F3?oc=5,2022-10-30,BRAIN DRAIN: 40 Doctors Leave Nigeria Weekly — REPORT Vanguard News,1
Flooding: Ogun govt allays fears over Oyan Dam - PM News Nigeria,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPeWpLSloyWnp0NWR3S2pLazRTbHJtM0dhZ0VUX0djLVdXeVBhUEw1SS15bV82cmtwSWlOaGF4MktoZjhCb0c1YnE5Z3ZuT2VJNS1FZHlYRi0xbkM3NklNU19uS1J2cWtOQTdCQXJNeTJBNk5sQlEtSURxMXc1WVc2QkJIblA2X2VxTHpR?oc=5,2022-10-07,Flooding: Ogun govt allays fears over Oyan Dam PM News Nigeria,0
Ikeja GRA: Telltale signs of a Government Rejected Area - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMihwFBVV95cUxNa21UcnpCNEg5SGFJaFJFM09vakx6WFc3TU9BdEs1TjlrYzZpRlpfS09IMDZkc3YwRG1uUFJfamt2RFprWHJIMmhLaW5yTTBJMkFSbFE2NlpWcGc4S24yMlJfYzZvdkl1SVBMMVhqeEpKMWQyYXlIcVNjRGl2TGl2VHMzYUVJY1U?oc=5,2022-10-17,Ikeja GRA: Telltale signs of a Government Rejected Area The Guardian Nigeria News,0
Ogun allays fears over flooding threat from Oyan Dam - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMihAFBVV95cUxPYkFrNGJOb2VvNGdzeFlxWWN3aWRyb0R4SHdNMjdhLTVkLTU0THNHTTlRdlFleV9scFRxenRBMnkyX2NubnFLQUVvRjhtZVJ1TkJUdDJFUnFQZkhRdEN2dElISlh0NkZRX0JnQ2duT013LWdodi1NWkpMVjlBMjdxcjBxVWI?oc=5,2022-10-09,Ogun allays fears over flooding threat from Oyan Dam The Guardian Nigeria News,0
"Some Nigerian firms now pay employees’ spouses to avoid 'japa', says Oloba - Legit News",https://news.google.com/rss/articles/CBMivwFBVV95cUxOV1BPdDJkZ0FONG1RY2l1cDNRTHVtX0kzbnBIYWhLLXFwVlNQUnBHejdsNENZaFhjSzBJelBCNDNVMDNtWlA5ZVJjLUxCbTN6d3hDZHdlNWZISGVKZzI5VnNjcFVkd1RWaE5xYXh4cjEzc0xuX0lNTW1yWnlqTjVmSkFoMXBzZmo5Umxpdm81UEktb2VBMWJ4Q1BxcC16NWRvVVE4MkdlNkk2VmFDQkxPTkpKX3FYejN5bm1FQlpUWQ?oc=5,2022-10-01,"Some Nigerian firms now pay employees’ spouses to avoid 'japa', says Oloba Legit News",0
Nigeria floods: 'I have nowhere to go' - BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB5MGdqQWdkcUdaWXZWS182OEV1YktURzNCRmhqdWtqSDYtV3lxU2V3UVdHM3dqejZ5aGZHZG54eUZaczR4Vmg4aFVWUEx5MHJzQ0FzeTJBY3loQQ?oc=5,2022-10-31,Nigeria floods: 'I have nowhere to go' BBC,0
Nigeria floods: expert insights into why they’re so devastating and what to do about them - The Conversation,https://news.google.com/rss/articles/CBMivwFBVV95cUxNQ2l3Ukcwc3B5Q0pTQUdhT0pWOW9vcWJWaExUOTg1MGt6cTJmQWsxMEhTLWZtYVNreUhCRUlyVGtpOXNIR2FoR1ZHVWVEOWpoZ1pGdTRkLTNKazcteGsydHVVVmRYV0w5QzNrd3dHR3BSYTdKT0NVTGFERzhqeVFzay1KaWJTTHZYc055dU9uV1JDeWtudElVRF9aWG0xVnMyakNUWVFsTFFWak1NWlk2QTJKLWVWcjJ1MVhnS3N5VQ?oc=5,2022-10-13,Nigeria floods: expert insights into why they’re so devastating and what to do about them The Conversation,0
Nigeria's worst floods in a decade have displaced over a million people - The World Economic Forum,https://news.google.com/rss/articles/CBMif0FVX3lxTE8wYm1ralFUYk13eUNSRzl2NXlSb0k4bVpBRnh5QXVpSldBZnhzbDNIYk1qbHNldlBSWnlWN3RLczQxUUlTXzJtaWxxSlZtX3pKeEh2NzF2S0J6ZlRLdEpUQkluZlhLRzJ4RVhQbHFUbGtPaGdld0l4TlFYVE1oNU0?oc=5,2022-10-20,Nigeria's worst floods in a decade have displaced over a million people The World Economic Forum,0
Explainer: How Nigeria can better manage flooding - Business News Nigeria,https://news.google.com/rss/articles/CBMilwFBVV95cUxQeE9EVE1DM0RyS3VRVVJGSjhGUURrUmV3M3lHUndkTnRXZjExU2VBWGkzREZGLWQ0cjQxa01Gck5mTTFES1FKb2F5TnRRSnpOV0M1akVKT20wWERCc2hDQTNSb2ozSUlZZmZtTTdBMDZpLURYS0RlMy0xazdKRF9qVzV0dnczTEJ3d2dvbHhfMDBpZ1FSUktF?oc=5,2022-10-14,Explainer: How Nigeria can better manage flooding Business News Nigeria,0
"Floods: Be on alert, Lagos tells residents of Ikoyi, VI, Epe others - The Sun Nigeria",https://news.google.com/rss/articles/CBMiigFBVV95cUxObkE4UVZFTmh4YU5EREVhZVBSeWZFSWU3N1hHUGlXSlBCLXpGQWFaYlF2Wno2eklUdmo0YndmN2IzMjlXeFpHU3c4RHZ1M1hMTzJLSU9SeF9leTdtOXhJQ1hvUWV6TVF1OUljLU9ueTgwck9iMHdkcWczNzdGOURuNE5pVm5lbGM3TlHSAY8BQVVfeXFMTUN0d2VBRjYxM1VIQUJ3aW96NTNaVUFNbk9DN1k3aGhGN0x0ZWdBYk81MVZaLURxdm1SbnF6cHZfd0pnLUJvZXp6TjhXaWE3NG5DUGVBVUxOejl6ejc1c19INHVxa2l3MmhrZXFlT1BQNlZiUE9IX2lycWo2WktuZ3E5c2lCWUR0b0dIcWV6Z3M?oc=5,2022-10-24,"Floods: Be on alert, Lagos tells residents of Ikoyi, VI, Epe others The Sun Nigeria",0
"PHOTOS: Submerged Buildings, Floating Vehicles. Nigeria’s Ongoing Flooding Disaster - FIJ NG",https://news.google.com/rss/articles/CBMipgFBVV95cUxNQmpSZEoxa3h0aVFocnFJS1prVlQ3dElQZDJFVnRrT2J5Q3ltZ1l4V1RpaHllWS1zTDExeTNRZF96YklEd2N6YlI0THpDQkdkODg5M0JYclk4bXR0dGtic08zZkpyMHhzNGw5QTNrMzM2eGVVVGtvVjluQ3YyVVBjdnRuQUNFbXdQZ0hkQTg2VkYxQlhpTUNLc0I3WEowanBDdVBNSXB3?oc=5,2022-10-12,"PHOTOS: Submerged Buildings, Floating Vehicles. Nigeria’s Ongoing Flooding Disaster FIJ NG",0
"""Flooding everywhere. No food, no road, nowhere to sleep"": Flood victims lament - Legit News",https://news.google.com/rss/articles/CBMirAFBVV95cUxQMGxBZlpIak4tUFpXVVdkMWI2UHlMSER1amsyc1BEZ0JJV2ZEak4tcVRkekt1WGlqYXdNX2RocXVMLTg4Nnp2NFRNZWI0U1c3aWVJNTdUb2owWU1CRXJZM3dURFJpT1BiXzBhNDJtWHp4ZkRFNFpRV2E2MU9iZlprc1hCN2RMSDh5RmNtWjlXQlk3QzRKY2hjcFd2RFEwTEtJVndOc3h2OWZTNDgx?oc=5,2022-10-10,"""Flooding everywhere. No food, no road, nowhere to sleep"": Flood victims lament Legit News",0
Flood: Concerns mount over effect on structures - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMiggFBVV95cUxPSXJtR2NxWDdkdjNIcmtpR25LUDlmWWF3RjBJRUVnRDU0aGtOWndTQ2h1OTJSQ1VFNXBYcTByRGtXT1Y3OUNWbTRNMms1TjBVTXlKaWNJWmhTQll3N2ZiMnFBNDZhSXZtTDFCWkl5NXFmVkwwZkxUR1B2c1o3a2s5WjVR?oc=5,2022-10-31,Flood: Concerns mount over effect on structures The Guardian Nigeria News,0
